"","seqnames","start","end","width","strand","peakNames","peak","feature","feature.ranges.start","feature.ranges.end","feature.ranges.width","feature.strand","distance","insideFeature","distanceToSite","gene_name","symbol"
"661","chr1",171681693,171682093,401,"*","chr1_171681693_171682093","X2420","ENSMUSG00000015355",171682009,171705258,23250,"+",0,"overlapStart",0,"Cd48","Cd48"
"662","chr1",171766880,171767280,401,"*","chr1_171766880_171767280","X2423","ENSMUSG00000015316",171767127,171801184,34058,"+",0,"overlapStart",0,"Slamf1","Slamf1"
"663","chr1",171915687,171916087,401,"*","chr1_171915687_171916087","X2430","ENSMUSG00000015314",171917515,171953170,35656,"+",1427,"upstream",1427,"Slamf6","Slamf6"
"664","chr1",171917437,171917837,401,"*","chr1_171917437_171917837","X2431","ENSMUSG00000015314",171917515,171953170,35656,"+",0,"overlapStart",0,"Slamf6","Slamf6"
"665","chr1",172082499,172082899,401,"*","chr1_172082499_172082899","X2434","ENSMUSG00000003458",172066013,172082795,16783,"-",0,"overlapStart",0,"Ncstn","Ncstn"
"666","chr1",172082499,172082899,401,"*","chr1_172082499_172082899","X2434","ENSMUSG00000026553",172082529,172122330,39802,"+",0,"overlapStart",0,"Copa","Copa"
"667","chr1",172126513,172126913,401,"*","chr1_172126513_172126913","X2436","ENSMUSG00000003464",172126755,172136493,9739,"+",0,"overlapStart",0,"Pex19","Pex19"
"668","chr1",172147875,172148275,401,"*","chr1_172147875_172148275","X2437","ENSMUSG00000026554",172148084,172197005,48922,"+",0,"overlapStart",0,"Dcaf8","Dcaf8"
"669","chr1",172207189,172207589,401,"*","chr1_172207189_172207589","X2438","ENSMUSG00000013698",172196728,172206804,10077,"-",384,"upstream",384,"Pea15a","Pea15a"
"670","chr1",172340901,172341301,401,"*","chr1_172340901_172341301","X2446","ENSMUSG00000044708",172341210,172374085,32876,"+",0,"overlapStart",0,"Kcnj10","Kcnj10"
"671","chr1",172376256,172376656,401,"*","chr1_172376256_172376656","X2450","ENSMUSG00000050229",172376546,172384099,7554,"+",0,"overlapStart",0,"Pigm","Pigm"
"672","chr1",172475099,172475499,401,"*","chr1_172475099_172475499","X2454","ENSMUSG00000026548",172475358,172478575,3218,"+",0,"overlapStart",0,"Slamf9","Slamf9"
"673","chr1",172499994,172500394,401,"*","chr1_172499994_172500394","X2457","ENSMUSG00000026547",172500047,172507380,7334,"+",0,"overlapStart",0,"Tagln2","Tagln2"
"674","chr1",172590407,172590807,401,"*","chr1_172590407_172590807","X2471","ENSMUSG00000053318",172581758,172590568,8811,"-",0,"overlapStart",0,"Slamf8","Slamf8"
"675","chr1",172632891,172633291,401,"*","chr1_172632891_172633291","X2473","ENSMUSG00000026544",172630764,172632962,2199,"-",0,"overlapStart",0,"Dusp23","Dusp23"
"676","chr1",173491054,173491454,401,"*","chr1_173491054_173491454","X2486","ENSMUSG00000037849",173468509,173491041,22533,"-",12,"upstream",12,"Gm4955","Ifi206"
"677","chr1",173630610,173631010,401,"*","chr1_173630610_173631010","X2489","ENSMUSG00000043263",173630917,173647928,17012,"+",0,"overlapStart",0,"Pyhin1","Ifi209"
"678","chr1",173673644,173674044,401,"*","chr1_173673644_173674044","X2490","ENSMUSG00000066677",173673675,173698392,24718,"+",0,"overlapStart",0,"Pydc3","Ifi208"
"679","chr1",173741868,173742268,401,"*","chr1_173741868_173742268","X2493","ENSMUSG00000073490",173723430,173741809,18380,"-",58,"upstream",58,"AI607873","Ifi207"
"680","chr1",173766821,173767221,401,"*","chr1_173766821_173767221","X2494","ENSMUSG00000073489",173747293,173766943,19651,"-",0,"overlapStart",0,"Ifi204","Ifi204"
"681","chr1",173803500,173803900,401,"*","chr1_173803500_173803900","X2495","ENSMUSG00000090222",173775837,173802720,26884,"-",779,"upstream",779,"Gm16340",NA
"682","chr1",173912869,173913269,401,"*","chr1_173912869_173913269","X2501","ENSMUSG00000026536",173896345,173913046,16702,"-",0,"overlapStart",0,"Mnda","Ifi211"
"683","chr1",173942376,173942776,401,"*","chr1_173942376_173942776","X2503","ENSMUSG00000090272",173857220,173942491,85272,"-",0,"overlapStart",0,"Mndal","Mndal"
"684","chr1",173942376,173942776,401,"*","chr1_173942376_173942776","X2503","ENSMUSG00000039997",173920407,173942672,22266,"-",0,"overlapStart",0,"Ifi203","LOC102641031;Ifi203"
"685","chr1",174031652,174032052,401,"*","chr1_174031652_174032052","X2506","ENSMUSG00000054203",174011998,174031810,19813,"-",0,"overlapStart",0,"Ifi205","Ifi205"
"686","chr1",174040737,174041137,401,"*","chr1_174040737_174041137","X2508","ENSMUSG00000045381",174041933,174042936,1004,"+",795,"upstream",795,"Olfr433","Olfr433"
"687","chr1",175625470,175625870,401,"*","chr1_175625470_175625870","X2515","ENSMUSG00000026526",175600374,175625635,25262,"-",0,"overlapStart",0,"Fh1","Fh1"
"688","chr1",175692622,175693022,401,"*","chr1_175692622_175693022","X2519","ENSMUSG00000026525",175662421,175692776,30356,"-",0,"overlapStart",0,"Opn3","Opn3"
"689","chr1",175880434,175880834,401,"*","chr1_175880434_175880834","X2521","ENSMUSG00000039748",175880581,175913489,32909,"+",0,"overlapStart",0,"Exo1","Exo1"
"690","chr1",176813372,176813772,401,"*","chr1_176813372_176813772","X2526","ENSMUSG00000026504",176814660,177020437,205778,"+",887,"upstream",887,"Sdccag8","Sdccag8"
"691","chr1",176814589,176814989,401,"*","chr1_176814589_176814989","X2527","ENSMUSG00000057335",176733653,176814067,80415,"-",521,"upstream",521,"Cep170","Cep170"
"692","chr1",176814589,176814989,401,"*","chr1_176814589_176814989","X2527","ENSMUSG00000026504",176814660,177020437,205778,"+",0,"overlapStart",0,"Sdccag8","Sdccag8"
"693","chr1",176834004,176834404,401,"*","chr1_176834004_176834404","X2534","ENSMUSG00000103367",176835724,176836062,339,"+",1319,"upstream",1319,"RP23-293I7.1",NA
"694","chr1",176834836,176835236,401,"*","chr1_176834836_176835236","X2535","ENSMUSG00000103367",176835724,176836062,339,"+",487,"upstream",487,"RP23-293I7.1",NA
"695","chr1",177258334,177258734,401,"*","chr1_177258334_177258734","X2544","ENSMUSG00000019699",177020073,177258203,238131,"-",130,"upstream",130,"Akt3","Akt3"
"696","chr1",177441839,177442239,401,"*","chr1_177441839_177442239","X2545","ENSMUSG00000063659",177442351,177450764,8414,"+",111,"upstream",111,"Zbtb18","Zbtb18"
"697","chr1",177644177,177644577,401,"*","chr1_177644177_177644577","X2554","ENSMUSG00000101746",177641542,177642943,1402,"-",1233,"upstream",1233,"2310043L19Rik","2310043L19Rik"
"698","chr1",177727523,177727923,401,"*","chr1_177727523_177727923","X2560","ENSMUSG00000015962",177729814,177753324,23511,"+",1890,"upstream",1890,"1700016C15Rik","1700016C15Rik"
"699","chr1",177796548,177796948,401,"*","chr1_177796548_177796948","X2562","ENSMUSG00000015961",177762962,177796511,33550,"-",36,"upstream",36,"Adss","Adss"
"700","chr1",177983004,177983404,401,"*","chr1_177983004_177983404","X2563","ENSMUSG00000091476",177983423,178172704,189282,"+",18,"upstream",18,"Gm16432","Catspere2"
"701","chr1",178187230,178187630,401,"*","chr1_178187230_178187630","X2565","ENSMUSG00000026502",178187417,178257301,69885,"+",0,"overlapStart",0,"Desi2","Desi2"
"702","chr1",178318758,178319158,401,"*","chr1_178318758_178319158","X2569","ENSMUSG00000086350",178313328,178318549,5222,"-",208,"upstream",208,"B230369F24Rik",NA
"703","chr1",178318758,178319158,401,"*","chr1_178318758_178319158","X2569","ENSMUSG00000026500",178319130,178322693,3564,"+",0,"overlapStart",0,"Cox20","Cox20"
"704","chr1",178337614,178338014,401,"*","chr1_178337614_178338014","X2573","ENSMUSG00000100725",178323074,178337728,14655,"-",0,"overlapStart",0,"Gm28062",NA
"705","chr1",178337614,178338014,401,"*","chr1_178337614_178338014","X2573","ENSMUSG00000039630",178324343,178337797,13455,"-",0,"overlapStart",0,"Hnrnpu","Hnrnpu"
"706","chr1",178337614,178338014,401,"*","chr1_178337614_178338014","X2573","ENSMUSG00000104279",178339601,178341470,1870,"+",1586,"upstream",1586,"RP24-252K15.4",NA
"707","chr1",178405978,178406378,401,"*","chr1_178405978_178406378","X2575","ENSMUSG00000026495",178406085,178484513,78429,"+",0,"overlapStart",0,"Efcab2","Efcab2"
"708","chr1",178527165,178527565,401,"*","chr1_178527165_178527565","X2578","ENSMUSG00000026494",178529125,178939200,410076,"+",1559,"upstream",1559,"Kif26b","Kif26b"
"709","chr1",179517820,179518220,401,"*","chr1_179517820_179518220","X2591","ENSMUSG00000055067",178951960,179518041,566082,"-",0,"overlapStart",0,"Smyd3","Smyd3"
"710","chr1",179546170,179546570,401,"*","chr1_179546170_179546570","X2592","ENSMUSG00000026492",179528055,179546267,18213,"-",0,"overlapStart",0,"Tfb2m","Tfb2m"
"711","chr1",179546170,179546570,401,"*","chr1_179546170_179546570","X2592","ENSMUSG00000038949",179546370,179627478,81109,"+",0,"overlapStart",0,"Cnst","Cnst"
"712","chr1",179667987,179668387,401,"*","chr1_179667987_179668387","X2596","ENSMUSG00000038936",179668210,179687189,18980,"+",0,"overlapStart",0,"Sccpdh","Sccpdh"
"713","chr1",179803667,179804067,401,"*","chr1_179803667_179804067","X2597","ENSMUSG00000026491",179744894,179803680,58787,"-",0,"overlapStart",0,"Ahctf1","Ahctf1"
"714","chr1",179959896,179960296,401,"*","chr1_179959896_179960296","X2601","ENSMUSG00000026490",179960472,180165603,205132,"+",175,"upstream",175,"Cdc42bpa","Cdc42bpa"
"715","chr1",180256155,180256555,401,"*","chr1_180256155_180256555","X2610","ENSMUSG00000102923",180256429,180274963,18535,"+",0,"overlapStart",0,"RP23-226J18.5",NA
"716","chr1",180263373,180263773,401,"*","chr1_180263373_180263773","X2612","ENSMUSG00000010609",180227004,180263438,36435,"-",0,"overlapStart",0,"Psen2","Psen2"
"717","chr1",180330263,180330663,401,"*","chr1_180330263_180330663","X2620","ENSMUSG00000055676",180326970,180330550,3581,"-",0,"overlapStart",0,"Gm5069",NA
"718","chr1",180330263,180330663,401,"*","chr1_180330263_180330663","X2620","ENSMUSG00000038855",180330485,180424802,94318,"+",0,"overlapStart",0,"Itpkb","Itpkb"
"719","chr1",180568696,180569096,401,"*","chr1_180568696_180569096","X2631","ENSMUSG00000026496",180568924,180601254,32331,"+",0,"overlapStart",0,"Parp1","Parp1"
"720","chr1",180641009,180641409,401,"*","chr1_180641009_180641409","X2635","ENSMUSG00000058729",180641150,180690694,49545,"+",0,"overlapStart",0,"Lin9","Lin9"
"721","chr1",180725789,180726189,401,"*","chr1_180725789_180726189","X2636","ENSMUSG00000026499",180726043,180754204,28162,"+",0,"overlapStart",0,"Acbd3","Acbd3"
"722","chr1",180756679,180757079,401,"*","chr1_180756679_180757079","X2637","ENSMUSG00000103649",180743210,180755836,12627,"-",842,"upstream",842,"RP23-201I6.5",NA
"723","chr1",180768302,180768702,401,"*","chr1_180768302_180768702","X2640","ENSMUSG00000103156",180763497,180768656,5160,"-",0,"overlapStart",0,"RP23-201I6.6",NA
"724","chr1",180813582,180813982,401,"*","chr1_180813582_180813982","X2642","ENSMUSG00000060743",180800832,180813943,13112,"-",0,"overlapStart",0,"H3f3a","H3f3a"
"725","chr1",180813582,180813982,401,"*","chr1_180813582_180813982","X2642","ENSMUSG00000073485",180813776,180816859,3084,"+",0,"overlapStart",0,"H3f3aos",NA
"726","chr1",180850681,180851081,401,"*","chr1_180850681_180851081","X2646","ENSMUSG00000038806",180851127,180868113,16987,"+",45,"upstream",45,"Sde2","Sde2"
"727","chr1",180904033,180904433,401,"*","chr1_180904033_180904433","X2649","ENSMUSG00000026520",180904293,180908088,3796,"+",0,"overlapStart",0,"Pycr2","Pycr2"
"728","chr1",180942237,180942637,401,"*","chr1_180942237_180942637","X2651","ENSMUSG00000026519",180942344,180975112,32769,"+",0,"overlapStart",0,"Tmem63a","Tmem63a"
"729","chr1",181144085,181144485,401,"*","chr1_181144085_181144485","X2658","ENSMUSG00000026516",181087138,181144204,57067,"-",0,"overlapStart",0,"Nvl","Nvl"
"730","chr1",181144085,181144485,401,"*","chr1_181144085_181144485","X2658","ENSMUSG00000062169",181144693,181168994,24302,"+",207,"upstream",207,"Cnih4","Cnih4"
"731","chr1",181211826,181212226,401,"*","chr1_181211826_181212226","X2662","ENSMUSG00000038733",181173228,181211552,38325,"-",273,"upstream",273,"Wdr26","Wdr26"
"732","chr1",181842259,181842659,401,"*","chr1_181842259_181842659","X2674","ENSMUSG00000089429",181840453,181840568,116,"-",1690,"upstream",1690,"Gm26004",NA
"733","chr1",182124507,182124907,401,"*","chr1_182124507_182124907","X2685","ENSMUSG00000026511",182124737,182132407,7671,"+",0,"overlapStart",0,"Srp9","Srp9"
"734","chr1",182283074,182283474,401,"*","chr1_182283074_182283474","X2687","ENSMUSG00000038633",182275772,182282804,7033,"-",269,"upstream",269,"Degs1","Degs1"
"735","chr1",182287732,182288132,401,"*","chr1_182287732_182288132","X2688","ENSMUSG00000100147",182287990,182303325,15336,"+",0,"overlapStart",0,"1700047M11Rik","1700047M11Rik"
"736","chr1",182341434,182341834,401,"*","chr1_182341434_182341834","X2693","ENSMUSG00000047539",182313102,182341629,28528,"-",0,"overlapStart",0,"Fbxo28","Fbxo28"
"737","chr1",182408786,182409186,401,"*","chr1_182408786_182409186","X2697","ENSMUSG00000073482",182408264,182409021,758,"-",0,"overlapStart",0,"Gm10517",NA
"738","chr1",182408786,182409186,401,"*","chr1_182408786_182409186","X2697","ENSMUSG00000026510",182409172,182462432,53261,"+",0,"overlapStart",0,"Trp53bp2","Trp53bp2"
"739","chr1",182517450,182517850,401,"*","chr1_182517450_182517850","X2703","ENSMUSG00000026509",182467260,182517608,50349,"-",0,"overlapStart",0,"Capn2","Capn2"
"740","chr1",182562607,182563007,401,"*","chr1_182562607_182563007","X2707","ENSMUSG00000038599",182565007,182632352,67346,"+",1999,"upstream",1999,"Capn8","Capn8"
"741","chr1",182953665,182954065,401,"*","chr1_182953665_182954065","X2722","ENSMUSG00000079164",182954788,182976044,21257,"+",722,"upstream",722,"Tlr5","Tlr5"
"742","chr1",183221265,183221665,401,"*","chr1_183221265_183221665","X2728","ENSMUSG00000030768",183086266,183221522,135257,"-",0,"overlapStart",0,"Disp1","Disp1"
"743","chr1",183294625,183295025,401,"*","chr1_183294625_183295025","X2732","ENSMUSG00000042901",183296590,183325476,28887,"+",1564,"upstream",1564,"Aida","Aida"
"744","chr1",183296902,183297302,401,"*","chr1_183296902_183297302","X2733","ENSMUSG00000046836",183276352,183297269,20918,"-",0,"overlapStart",0,"Brox","Brox"
"745","chr1",183369437,183369837,401,"*","chr1_183369437_183369837","X2738","ENSMUSG00000056050",183326725,183369553,42829,"-",0,"overlapStart",0,"Mia3","Mia3"
"746","chr1",183369437,183369837,401,"*","chr1_183369437_183369837","X2738","ENSMUSG00000103415",183371076,183371467,392,"+",1238,"upstream",1238,"CAAA01083517.1","Gm37339"
"747","chr1",183388709,183389109,401,"*","chr1_183388709_183389109","X2739","ENSMUSG00000072258",183388981,183410198,21218,"+",0,"overlapStart",0,"Taf1a","Taf1a"
"748","chr1",184034130,184034530,401,"*","chr1_184034130_184034530","X2744","ENSMUSG00000044854",184033030,184034301,1272,"-",0,"overlapStart",0,"1700056E22Rik","1700056E22Rik"
"749","chr1",184357914,184358314,401,"*","chr1_184357914_184358314","X2751","ENSMUSG00000102682",184358329,184394271,35943,"+",14,"upstream",14,"RP23-172L16.3",NA
"750","chr1",184441211,184441611,401,"*","chr1_184441211_184441611","X2752","ENSMUSG00000104419",184442980,184443734,755,"+",1368,"upstream",1368,"RP23-172L16.2",NA
"751","chr1",184732537,184732937,401,"*","chr1_184732537_184732937","X2772","ENSMUSG00000039377",184727140,184732619,5480,"-",0,"overlapStart",0,"Hlx","Hlx"
"752","chr1",184735049,184735449,401,"*","chr1_184735049_184735449","X2773","ENSMUSG00000102158",184736977,184739520,2544,"+",1527,"upstream",1527,"RP23-433P9.4",NA
"753","chr1",185203582,185203982,401,"*","chr1_185203582_185203982","X2782","ENSMUSG00000039318",185204117,185286759,82643,"+",134,"upstream",134,"Rab3gap2","Rab3gap2"
"754","chr1",185328934,185329334,401,"*","chr1_185328934_185329334","X2791","ENSMUSG00000102526",185329451,185331858,2408,"+",116,"upstream",116,"RP24-150H14.3",NA
"755","chr1",185331931,185332331,401,"*","chr1_185331931_185332331","X2792","ENSMUSG00000026617",185332149,185357777,25629,"+",0,"overlapStart",0,"Bpnt1","Bpnt1"
"756","chr1",185362744,185363144,401,"*","chr1_185362744_185363144","X2794","ENSMUSG00000097261",185359461,185362865,3405,"-",0,"overlapStart",0,"4930532G15Rik",NA
"757","chr1",185362744,185363144,401,"*","chr1_185362744_185363144","X2794","ENSMUSG00000026615",185363044,185428360,65317,"+",0,"overlapStart",0,"Eprs","Eprs"
"758","chr1",186117155,186117555,401,"*","chr1_186117155_186117555","X2796","ENSMUSG00000039246",186087731,186117310,29580,"-",0,"overlapStart",0,"Lyplal1","Lyplal1"
"759","chr1",186703472,186703872,401,"*","chr1_186703472_186703872","X2798","ENSMUSG00000100393",186705695,186707033,1339,"+",1822,"upstream",1822,"Gm29491",NA
"760","chr1",186749145,186749545,401,"*","chr1_186749145_186749545","X2799","ENSMUSG00000001305",186720978,186749358,28381,"-",0,"overlapStart",0,"Rrp15","Rrp15"
"761","chr1",186749145,186749545,401,"*","chr1_186749145_186749545","X2799","ENSMUSG00000097784",186749396,186752921,3526,"+",0,"overlapStart",0,"A430105J06Rik",NA
"762","chr1",187215289,187215689,401,"*","chr1_187215289_187215689","X2800","ENSMUSG00000026611",187044648,187215465,170818,"-",0,"overlapStart",0,"Spata17","Spata17"
"763","chr1",187215289,187215689,401,"*","chr1_187215289_187215689","X2800","ENSMUSG00000039210",187215508,187351704,136197,"+",0,"overlapStart",0,"Gpatch2","Gpatch2"
"764","chr1",189007690,189008090,401,"*","chr1_189007690_189008090","X2803","ENSMUSG00000026608",188971095,189007841,36747,"-",0,"overlapStart",0,"Kctd3","Kctd3"
"765","chr1",189688043,189688443,401,"*","chr1_189688043_189688443","X2804","ENSMUSG00000026605",189640606,189688086,47481,"-",0,"overlapStart",0,"Cenpf","Cenpf"
"766","chr1",189922152,189922552,401,"*","chr1_189922152_189922552","X2808","ENSMUSG00000026603",189880492,189922363,41872,"-",0,"overlapStart",0,"Smyd2","Smyd2"
"767","chr1",190911655,190912055,401,"*","chr1_190911655_190912055","X2810","ENSMUSG00000089872",190700202,190911770,211569,"-",0,"overlapStart",0,"Rps6kc1","Rps6kc1"
"768","chr1",190979099,190979499,401,"*","chr1_190979099_190979499","X2813","ENSMUSG00000037568",190947646,190979296,31651,"-",0,"overlapStart",0,"Vash2","Vash2"
"769","chr1",191026074,191026474,401,"*","chr1_191026074_191026474","X2817","ENSMUSG00000066595",191005847,191026158,20312,"-",0,"overlapStart",0,"Mfsd7b","Flvcr1"
"770","chr1",191062664,191063064,401,"*","chr1_191062664_191063064","X2818","ENSMUSG00000026632",191045826,191062932,17107,"-",0,"overlapStart",0,"Tatdn3","Tatdn3"
"771","chr1",191062664,191063064,401,"*","chr1_191062664_191063064","X2818","ENSMUSG00000062510",191063012,191086474,23463,"+",0,"overlapStart",0,"Nsl1","Nsl1"
"772","chr1",191224276,191224676,401,"*","chr1_191224276_191224676","X2831","ENSMUSG00000073478",191224454,191226140,1687,"+",0,"overlapStart",0,"D730003I15Rik",NA
"773","chr1",191248440,191248840,401,"*","chr1_191248440_191248840","X2834","ENSMUSG00000103685",191249424,191251266,1843,"+",583,"upstream",583,"RP24-443M8.1",NA
"774","chr1",191325654,191326054,401,"*","chr1_191325654_191326054","X2847","ENSMUSG00000026627",191325912,191350914,25003,"+",0,"overlapStart",0,"Tmem206","Pacc1"
"775","chr1",191575815,191576215,401,"*","chr1_191575815_191576215","X2856","ENSMUSG00000037474",191537356,191575544,38189,"-",270,"upstream",270,"Dtl","Dtl"
"776","chr1",191821235,191821635,401,"*","chr1_191821235_191821635","X2867","ENSMUSG00000026622",191821444,191833050,11607,"+",0,"overlapStart",0,"Nek2","Nek2"
"777","chr1",191906483,191906883,401,"*","chr1_191906483_191906883","X2871","ENSMUSG00000037434",191906767,191913247,6481,"+",0,"overlapStart",0,"Slc30a1","Slc30a1"
"778","chr1",191990001,191990401,401,"*","chr1_191990001_191990401","X2876","ENSMUSG00000097416",191986836,191990122,3287,"-",0,"overlapStart",0,"Gm26670",NA
"779","chr1",192092490,192092890,401,"*","chr1_192092490_192092890","X2881","ENSMUSG00000026637",191997205,192092559,95355,"-",0,"overlapStart",0,"Traf5","Traf5"
"780","chr1",192136473,192136873,401,"*","chr1_192136473_192136873","X2883","ENSMUSG00000102755",192136689,192136821,133,"+",0,"includeFeature",0,"CAAA01201205.2",NA
"781","chr1",192136473,192136873,401,"*","chr1_192136473_192136873","X2883","ENSMUSG00000097316",192136896,192151026,14131,"+",22,"upstream",22,"Gm10516","Gm10516"
"782","chr1",192137984,192138384,401,"*","chr1_192137984_192138384","X2884","ENSMUSG00000037395",192098546,192138062,39517,"-",0,"overlapStart",0,"Rcor3","Rcor3"
"783","chr1",192190485,192190885,401,"*","chr1_192190485_192190885","X2886","ENSMUSG00000058248",192190774,192510159,319386,"+",0,"overlapStart",0,"Kcnh1","Kcnh1"
"784","chr1",192841140,192841540,401,"*","chr1_192841140_192841540","X2894","ENSMUSG00000100872",192841661,192842740,1080,"+",120,"upstream",120,"1700065J18Rik",NA
"785","chr1",193130120,193130520,401,"*","chr1_193130120_193130520","X2900","ENSMUSG00000016181",193091104,193130272,39169,"-",0,"overlapStart",0,"Diexf","Utp25"
"786","chr1",193201377,193201777,401,"*","chr1_193201377_193201777","X2905","ENSMUSG00000037318",193175453,193201703,26251,"-",0,"overlapStart",0,"Traf3ip3","Traf3ip3"
"787","chr1",193201377,193201777,401,"*","chr1_193201377_193201777","X2905","ENSMUSG00000089683",193203038,193226208,23171,"+",1260,"upstream",1260,"4930570N18Rik",NA
"788","chr1",194976125,194976525,401,"*","chr1_194976125_194976525","X2932","ENSMUSG00000096929",194976375,195037904,61530,"+",0,"overlapStart",0,"A330023F24Rik","A330023F24Rik"
"789","chr1",194995168,194995568,401,"*","chr1_194995168_194995568","X2934","ENSMUSG00000104206",194989062,194995345,6284,"-",0,"overlapStart",0,"RP23-445K23.7",NA
"790","chr1",195012541,195012941,401,"*","chr1_195012541_195012941","X2935","ENSMUSG00000103867",195013746,195016448,2703,"+",804,"upstream",804,"RP23-445K23.5",NA
"791","chr1",195040438,195040838,401,"*","chr1_195040438_195040838","X2939","ENSMUSG00000102811",195036829,195038908,2080,"-",1529,"upstream",1529,"RP23-82P18.2",NA
"792","chr1",195040438,195040838,401,"*","chr1_195040438_195040838","X2939","ENSMUSG00000104010",195042383,195044679,2297,"+",1544,"upstream",1544,"RP23-82P18.3",NA
"793","chr1",195092129,195092529,401,"*","chr1_195092129_195092529","X2940","ENSMUSG00000016493",195041238,195092249,51012,"-",0,"overlapStart",0,"Cd46","Cd46"
"794","chr1",195131402,195131802,401,"*","chr1_195131402_195131802","X2941","ENSMUSG00000016481",195097382,195131586,34205,"-",0,"overlapStart",0,"Cr1l","Cr1l"
"795","chr10",3936823,3937223,401,"*","chr10_3936823_3937223","X2949","ENSMUSG00000089392",3934769,3934877,109,"-",1945,"upstream",1945,"Gm23023",NA
"796","chr10",3973092,3973492,401,"*","chr10_3973092_3973492","X2951","ENSMUSG00000040675",3973118,4167081,193964,"+",0,"overlapStart",0,"Mthfd1l","Mthfd1l"
"797","chr10",4430344,4430744,401,"*","chr10_4430344_4430744","X2960","ENSMUSG00000061759",4432467,4455141,22675,"+",1722,"upstream",1722,"1700052N19Rik","Armt1"
"798","chr10",4432353,4432753,401,"*","chr10_4432353_4432753","X2961","ENSMUSG00000061759",4432467,4455141,22675,"+",0,"overlapStart",0,"1700052N19Rik","Armt1"
"799","chr10",4432353,4432753,401,"*","chr10_4432353_4432753","X2961","ENSMUSG00000019763",4401915,4432388,30474,"-",0,"overlapStart",0,"Rmnd1","Rmnd1"
"800","chr10",5067126,5067526,401,"*","chr10_5067126_5067526","X2967","ENSMUSG00000096553",5069192,5071975,2784,"+",1665,"upstream",1665,"Gm10097",NA
"801","chr10",5805411,5805811,401,"*","chr10_5805411_5805811","X2978","ENSMUSG00000019773",5799160,5805600,6441,"-",0,"overlapStart",0,"Fbxo5","Fbxo5"
"802","chr10",5824121,5824521,401,"*","chr10_5824121_5824521","X2979","ENSMUSG00000019774",5811887,5823910,12024,"-",210,"upstream",210,"Mtrf1l","Mtrf1l"
"803","chr10",7212367,7212767,401,"*","chr10_7212367_7212767","X2989","ENSMUSG00000015202",7119063,7212237,93175,"-",129,"upstream",129,"Cnksr3","Cnksr3"
"804","chr10",7473477,7473877,401,"*","chr10_7473477_7473877","X2991","ENSMUSG00000079685",7444873,7473477,28605,"-",0,"overlapStart",0,"Ulbp1","Ulbp1"
"805","chr10",7589587,7589987,401,"*","chr10_7589587_7589987","X2992","ENSMUSG00000019796",7589800,7625483,35684,"+",0,"overlapStart",0,"Lrp11","Lrp11"
"806","chr10",7667329,7667729,401,"*","chr10_7667329_7667729","X2995","ENSMUSG00000040034",7667503,7678881,11379,"+",0,"overlapStart",0,"Nup43","Nup43"
"807","chr10",7680850,7681250,401,"*","chr10_7680850_7681250","X2996","ENSMUSG00000040021",7681209,7716458,35250,"+",0,"overlapStart",0,"Lats1","Lats1"
"808","chr10",7680850,7681250,401,"*","chr10_7680850_7681250","X2996","ENSMUSG00000019795",7629373,7681136,51764,"-",0,"overlapStart",0,"Pcmt1","Pcmt1"
"809","chr10",7725734,7726134,401,"*","chr10_7725734_7726134","X2997","ENSMUSG00000019794",7726000,7763150,37151,"+",0,"overlapStart",0,"Katna1","Katna1"
"810","chr10",7792648,7793048,401,"*","chr10_7792648_7793048","X3000","ENSMUSG00000015757",7792891,7823135,30245,"+",0,"overlapStart",0,"Ppil4","Ppil4"
"811","chr10",7792648,7793048,401,"*","chr10_7792648_7793048","X3000","ENSMUSG00000040006",7767947,7792824,24878,"-",0,"overlapStart",0,"Ginm1","Ginm1"
"812","chr10",7832125,7832525,401,"*","chr10_7832125_7832525","X3001","ENSMUSG00000039981",7832470,7870397,37928,"+",0,"overlapStart",0,"Zc3h12d","Zc3h12d"
"813","chr10",7835041,7835441,401,"*","chr10_7835041_7835441","X3003","ENSMUSG00000093060",7836381,7836474,94,"+",939,"upstream",939,"Mir5104","Mir5104"
"814","chr10",7956106,7956506,401,"*","chr10_7956106_7956506","X3011","ENSMUSG00000015755",7905653,7956230,50578,"-",0,"overlapStart",0,"Tab2","Tab2"
"815","chr10",8518703,8519103,401,"*","chr10_8518703_8519103","X3030","ENSMUSG00000047712",8204753,8518825,314073,"-",0,"overlapStart",0,"Ust","Ust"
"816","chr10",8885969,8886369,401,"*","chr10_8885969_8886369","X3046","ENSMUSG00000015305",8722219,8886070,163852,"-",0,"overlapStart",0,"Sash1","Sash1"
"817","chr10",9901093,9901493,401,"*","chr10_9901093_9901493","X3061","ENSMUSG00000019790",9755547,9901079,145533,"-",13,"upstream",13,"Stxbp5","Stxbp5"
"818","chr10",9901909,9902309,401,"*","chr10_9901909_9902309","X3062","ENSMUSG00000019790",9755547,9901079,145533,"-",829,"upstream",829,"Stxbp5","Stxbp5"
"819","chr10",10472229,10472629,401,"*","chr10_10472229_10472629","X3086","ENSMUSG00000050994",10335703,10472326,136624,"-",0,"overlapStart",0,"Adgb","Adgb"
"820","chr10",10558020,10558420,401,"*","chr10_10558020_10558420","X3090","ENSMUSG00000019832",10545011,10558233,13223,"-",0,"overlapStart",0,"Rab32","Rab32"
